Running with width=2048, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0196
MASTER_ADDR:MASTER_PORT=10.14.1.206:9469
----------------------------------
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:42047 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 707.05M
number of parameters: 707.05M
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 11.1787, val loss 11.1779
iter_num=0: train_lossf=11.1482, dt=110.058s, mfu=0.00%, tokens_per_sec=4,466
iter_num=729: train_lossf=4.1366, dt=3.267s, mfu=54.64%, tokens_per_sec=150,439
iter_num=730: train_lossf=4.0409, dt=3.268s, mfu=54.65%, tokens_per_sec=150,422
iter_num=731: train_lossf=4.0649, dt=3.275s, mfu=54.65%, tokens_per_sec=150,067
iter_num=732: train_lossf=4.1715, dt=3.269s, mfu=54.66%, tokens_per_sec=150,373
iter_num=733: train_lossf=3.9565, dt=3.267s, mfu=54.67%, tokens_per_sec=150,437
iter_num=734: train_lossf=4.0540, dt=3.268s, mfu=54.68%, tokens_per_sec=150,395
iter_num=735: train_lossf=4.0887, dt=3.264s, mfu=54.70%, tokens_per_sec=150,586
iter_num=736: train_lossf=3.9955, dt=3.263s, mfu=54.71%, tokens_per_sec=150,617
iter_num=737: train_lossf=4.0163, dt=3.264s, mfu=54.72%, tokens_per_sec=150,584
iter_num=738: train_lossf=4.1604, dt=3.263s, mfu=54.74%, tokens_per_sec=150,622
iter_num=739: train_lossf=3.9378, dt=3.264s, mfu=54.75%, tokens_per_sec=150,607
iter_num=740: train_lossf=4.0394, dt=3.264s, mfu=54.76%, tokens_per_sec=150,576
iter_num=741: train_lossf=4.0220, dt=3.264s, mfu=54.76%, tokens_per_sec=150,608
iter_num=742: train_lossf=4.1247, dt=3.263s, mfu=54.77%, tokens_per_sec=150,615
iter_num=743: train_lossf=4.1140, dt=3.265s, mfu=54.78%, tokens_per_sec=150,549
iter_num=744: train_lossf=4.1409, dt=3.691s, mfu=54.15%, tokens_per_sec=133,151
iter_num=745: train_lossf=3.8084, dt=3.258s, mfu=54.23%, tokens_per_sec=150,880
iter_num=746: train_lossf=4.0618, dt=3.262s, mfu=54.29%, tokens_per_sec=150,660
iter_num=747: train_lossf=3.9971, dt=3.265s, mfu=54.34%, tokens_per_sec=150,537
iter_num=748: train_lossf=4.0969, dt=3.265s, mfu=54.39%, tokens_per_sec=150,527
iter_num=749: train_lossf=3.9713, dt=3.267s, mfu=54.43%, tokens_per_sec=150,473
iter_num=750: train_lossf=4.0211, dt=3.301s, mfu=54.41%, tokens_per_sec=148,894
iter_num=751: train_lossf=4.1883, dt=3.266s, mfu=54.45%, tokens_per_sec=150,493
iter_num=752: train_lossf=3.7593, dt=3.267s, mfu=54.48%, tokens_per_sec=150,433
iter_num=753: train_lossf=4.1876, dt=3.267s, mfu=54.51%, tokens_per_sec=150,429
iter_num=754: train_lossf=4.0249, dt=3.269s, mfu=54.53%, tokens_per_sec=150,368
iter_num=755: train_lossf=3.9980, dt=3.267s, mfu=54.56%, tokens_per_sec=150,468
iter_num=756: train_lossf=3.8691, dt=3.391s, mfu=54.38%, tokens_per_sec=144,932
iter_num=757: train_lossf=3.9897, dt=3.269s, mfu=54.42%, tokens_per_sec=150,374
iter_num=758: train_lossf=4.1185, dt=3.267s, mfu=54.45%, tokens_per_sec=150,439
iter_num=759: train_lossf=4.1795, dt=3.268s, mfu=54.49%, tokens_per_sec=150,408
iter_num=760: train_lossf=4.0354, dt=3.268s, mfu=54.51%, tokens_per_sec=150,392
iter_num=761: train_lossf=4.0425, dt=3.269s, mfu=54.54%, tokens_per_sec=150,360
iter_num=762: train_lossf=3.9092, dt=3.269s, mfu=54.56%, tokens_per_sec=150,350
iter_num=763: train_lossf=4.2016, dt=3.270s, mfu=54.58%, tokens_per_sec=150,323
iter_num=764: train_lossf=3.9060, dt=3.268s, mfu=54.59%, tokens_per_sec=150,393
iter_num=765: train_lossf=4.0426, dt=3.270s, mfu=54.61%, tokens_per_sec=150,301
iter_num=766: train_lossf=4.0770, dt=3.271s, mfu=54.62%, tokens_per_sec=150,288
iter_num=767: train_lossf=3.8911, dt=3.270s, mfu=54.63%, tokens_per_sec=150,298
iter_num=768: train_lossf=4.1077, dt=3.272s, mfu=54.64%, tokens_per_sec=150,226
iter_num=769: train_lossf=4.1822, dt=3.272s, mfu=54.64%, tokens_per_sec=150,235
iter_num=770: train_lossf=4.0966, dt=3.272s, mfu=54.65%, tokens_per_sec=150,238
iter_num=771: train_lossf=3.9950, dt=3.271s, mfu=54.66%, tokens_per_sec=150,245
iter_num=772: train_lossf=4.0015, dt=3.271s, mfu=54.66%, tokens_per_sec=150,283
iter_num=773: train_lossf=4.0921, dt=3.272s, mfu=54.67%, tokens_per_sec=150,221
iter_num=774: train_lossf=4.1122, dt=3.372s, mfu=54.51%, tokens_per_sec=145,745
iter_num=775: train_lossf=3.9390, dt=3.269s, mfu=54.53%, tokens_per_sec=150,358
iter_num=776: train_lossf=4.1807, dt=3.271s, mfu=54.55%, tokens_per_sec=150,281
iter_num=777: train_lossf=3.8888, dt=3.270s, mfu=54.57%, tokens_per_sec=150,322
iter_num=778: train_lossf=4.2291, dt=3.271s, mfu=54.58%, tokens_per_sec=150,260
iter_num=779: train_lossf=3.8951, dt=3.271s, mfu=54.60%, tokens_per_sec=150,273
iter_num=780: train_lossf=4.0120, dt=3.269s, mfu=54.61%, tokens_per_sec=150,344
iter_num=781: train_lossf=3.9580, dt=3.270s, mfu=54.62%, tokens_per_sec=150,304
iter_num=782: train_lossf=3.9363, dt=3.271s, mfu=54.63%, tokens_per_sec=150,274
iter_num=783: train_lossf=4.1145, dt=3.270s, mfu=54.64%, tokens_per_sec=150,290
iter_num=784: train_lossf=4.0446, dt=3.269s, mfu=54.65%, tokens_per_sec=150,353
iter_num=785: train_lossf=3.8304, dt=3.268s, mfu=54.66%, tokens_per_sec=150,389
iter_num=786: train_lossf=4.0810, dt=3.269s, mfu=54.67%, tokens_per_sec=150,378
iter_num=787: train_lossf=4.0303, dt=3.267s, mfu=54.68%, tokens_per_sec=150,452
iter_num=788: train_lossf=4.1621, dt=3.267s, mfu=54.69%, tokens_per_sec=150,471
iter_num=789: train_lossf=3.9541, dt=3.267s, mfu=54.70%, tokens_per_sec=150,455
iter_num=790: train_lossf=4.0101, dt=3.267s, mfu=54.71%, tokens_per_sec=150,432
iter_num=791: train_lossf=3.8327, dt=3.269s, mfu=54.72%, tokens_per_sec=150,371
iter_num=792: train_lossf=3.9145, dt=3.270s, mfu=54.72%, tokens_per_sec=150,297
iter_num=793: train_lossf=4.1126, dt=3.267s, mfu=54.72%, tokens_per_sec=150,455
iter_num=794: train_lossf=4.0877, dt=3.267s, mfu=54.73%, tokens_per_sec=150,461
iter_num=795: train_lossf=4.1423, dt=3.268s, mfu=54.73%, tokens_per_sec=150,423
iter_num=796: train_lossf=4.0447, dt=3.267s, mfu=54.74%, tokens_per_sec=150,437
iter_num=797: train_lossf=3.9442, dt=3.267s, mfu=54.74%, tokens_per_sec=150,455
iter_num=798: train_lossf=3.8443, dt=3.268s, mfu=54.75%, tokens_per_sec=150,408
iter_num=799: train_lossf=3.9244, dt=3.267s, mfu=54.75%, tokens_per_sec=150,440
iter_num=800: train_lossf=4.0515, dt=3.267s, mfu=54.75%, tokens_per_sec=150,436
iter_num=801: train_lossf=3.9881, dt=3.270s, mfu=54.75%, tokens_per_sec=150,327
iter_num=802: train_lossf=4.0902, dt=3.267s, mfu=54.75%, tokens_per_sec=150,463
iter_num=803: train_lossf=3.9496, dt=3.266s, mfu=54.76%, tokens_per_sec=150,473
iter_num=804: train_lossf=4.0751, dt=3.268s, mfu=54.76%, tokens_per_sec=150,384
iter_num=805: train_lossf=4.0472, dt=3.267s, mfu=54.76%, tokens_per_sec=150,456
iter_num=806: train_lossf=3.9706, dt=3.269s, mfu=54.76%, tokens_per_sec=150,352
iter_num=807: train_lossf=3.8814, dt=3.269s, mfu=54.76%, tokens_per_sec=150,353
iter_num=808: train_lossf=3.8170, dt=3.269s, mfu=54.76%, tokens_per_sec=150,352
iter_num=809: train_lossf=3.9973, dt=3.269s, mfu=54.76%, tokens_per_sec=150,343
iter_num=810: train_lossf=4.0597, dt=3.269s, mfu=54.75%, tokens_per_sec=150,340
iter_num=811: train_lossf=4.1399, dt=3.270s, mfu=54.75%, tokens_per_sec=150,327
iter_num=812: train_lossf=3.9036, dt=3.271s, mfu=54.75%, tokens_per_sec=150,289
iter_num=813: train_lossf=3.9347, dt=3.270s, mfu=54.75%, tokens_per_sec=150,296
iter_num=814: train_lossf=4.1624, dt=3.271s, mfu=54.74%, tokens_per_sec=150,277
iter_num=815: train_lossf=4.0558, dt=3.271s, mfu=54.74%, tokens_per_sec=150,253
iter_num=816: train_lossf=4.0601, dt=3.272s, mfu=54.74%, tokens_per_sec=150,212
iter_num=817: train_lossf=3.8975, dt=3.272s, mfu=54.73%, tokens_per_sec=150,220
iter_num=818: train_lossf=3.8778, dt=3.272s, mfu=54.73%, tokens_per_sec=150,242
iter_num=819: train_lossf=3.9162, dt=3.272s, mfu=54.73%, tokens_per_sec=150,200
iter_num=820: train_lossf=3.9062, dt=3.272s, mfu=54.72%, tokens_per_sec=150,213
iter_num=821: train_lossf=3.9341, dt=3.273s, mfu=54.72%, tokens_per_sec=150,187
iter_num=822: train_lossf=3.9529, dt=3.271s, mfu=54.72%, tokens_per_sec=150,260
iter_num=823: train_lossf=3.9574, dt=3.271s, mfu=54.72%, tokens_per_sec=150,283
iter_num=824: train_lossf=3.9031, dt=3.271s, mfu=54.72%, tokens_per_sec=150,250
iter_num=825: train_lossf=3.9132, dt=3.272s, mfu=54.72%, tokens_per_sec=150,230
iter_num=826: train_lossf=3.8686, dt=3.272s, mfu=54.72%, tokens_per_sec=150,237
iter_num=827: train_lossf=3.8770, dt=3.272s, mfu=54.71%, tokens_per_sec=150,218
iter_num=828: train_lossf=4.0312, dt=3.270s, mfu=54.72%, tokens_per_sec=150,310
iter_num=829: train_lossf=3.9665, dt=3.271s, mfu=54.72%, tokens_per_sec=150,263
iter_num=830: train_lossf=3.9933, dt=3.269s, mfu=54.72%, tokens_per_sec=150,361
iter_num=831: train_lossf=3.9794, dt=3.269s, mfu=54.72%, tokens_per_sec=150,364
iter_num=832: train_lossf=3.9802, dt=3.270s, mfu=54.72%, tokens_per_sec=150,329
iter_num=833: train_lossf=3.9469, dt=3.268s, mfu=54.73%, tokens_per_sec=150,421
iter_num=834: train_lossf=3.9993, dt=3.268s, mfu=54.73%, tokens_per_sec=150,422
iter_num=835: train_lossf=3.9774, dt=3.268s, mfu=54.74%, tokens_per_sec=150,411
iter_num=836: train_lossf=3.8960, dt=3.268s, mfu=54.74%, tokens_per_sec=150,420
iter_num=837: train_lossf=3.9355, dt=3.267s, mfu=54.75%, tokens_per_sec=150,467
iter_num=838: train_lossf=3.9219, dt=3.268s, mfu=54.75%, tokens_per_sec=150,388
iter_num=839: train_lossf=3.9993, dt=3.266s, mfu=54.75%, tokens_per_sec=150,488
iter_num=840: train_lossf=4.1138, dt=3.264s, mfu=54.76%, tokens_per_sec=150,596
iter_num=841: train_lossf=3.9276, dt=3.265s, mfu=54.77%, tokens_per_sec=150,541
iter_num=842: train_lossf=3.8842, dt=3.264s, mfu=54.77%, tokens_per_sec=150,594
iter_num=843: train_lossf=3.9835, dt=3.264s, mfu=54.78%, tokens_per_sec=150,569
iter_num=844: train_lossf=3.8538, dt=3.266s, mfu=54.78%, tokens_per_sec=150,514
iter_num=845: train_lossf=4.0541, dt=3.266s, mfu=54.78%, tokens_per_sec=150,500
iter_num=846: train_lossf=4.0089, dt=3.264s, mfu=54.79%, tokens_per_sec=150,568
iter_num=847: train_lossf=3.9945, dt=3.265s, mfu=54.79%, tokens_per_sec=150,542
iter_num=848: train_lossf=3.9383, dt=3.263s, mfu=54.80%, tokens_per_sec=150,645
iter_num=849: train_lossf=3.8812, dt=3.264s, mfu=54.80%, tokens_per_sec=150,581
iter_num=850: train_lossf=4.0900, dt=3.502s, mfu=54.43%, tokens_per_sec=140,336
iter_num=851: train_lossf=3.9074, dt=3.263s, mfu=54.47%, tokens_per_sec=150,639
iter_num=852: train_lossf=3.7709, dt=3.266s, mfu=54.51%, tokens_per_sec=150,506
iter_num=853: train_lossf=3.7958, dt=3.266s, mfu=54.53%, tokens_per_sec=150,489
iter_num=854: train_lossf=3.7734, dt=3.266s, mfu=54.56%, tokens_per_sec=150,511
iter_num=855: train_lossf=3.8872, dt=3.266s, mfu=54.59%, tokens_per_sec=150,499
iter_num=856: train_lossf=4.0069, dt=3.265s, mfu=54.61%, tokens_per_sec=150,554
iter_num=857: train_lossf=3.8910, dt=3.265s, mfu=54.63%, tokens_per_sec=150,561
iter_num=858: train_lossf=3.8004, dt=3.266s, mfu=54.65%, tokens_per_sec=150,505
iter_num=859: train_lossf=3.9769, dt=3.265s, mfu=54.66%, tokens_per_sec=150,520
iter_num=860: train_lossf=3.8565, dt=3.267s, mfu=54.68%, tokens_per_sec=150,470
iter_num=861: train_lossf=3.8233, dt=3.268s, mfu=54.69%, tokens_per_sec=150,423
iter_num=862: train_lossf=3.9649, dt=3.268s, mfu=54.69%, tokens_per_sec=150,397
iter_num=863: train_lossf=3.8089, dt=3.268s, mfu=54.70%, tokens_per_sec=150,421
iter_num=864: train_lossf=4.1251, dt=3.267s, mfu=54.71%, tokens_per_sec=150,428
iter_num=865: train_lossf=3.8880, dt=3.268s, mfu=54.72%, tokens_per_sec=150,419
iter_num=866: train_lossf=4.1029, dt=3.269s, mfu=54.72%, tokens_per_sec=150,376
iter_num=867: train_lossf=3.7903, dt=3.270s, mfu=54.72%, tokens_per_sec=150,304
iter_num=868: train_lossf=4.0884, dt=3.269s, mfu=54.72%, tokens_per_sec=150,364
iter_num=869: train_lossf=4.0999, dt=3.269s, mfu=54.73%, tokens_per_sec=150,338
iter_num=870: train_lossf=4.0755, dt=3.269s, mfu=54.73%, tokens_per_sec=150,358
iter_num=871: train_lossf=3.8954, dt=3.271s, mfu=54.73%, tokens_per_sec=150,274
iter_num=872: train_lossf=3.6998, dt=3.271s, mfu=54.73%, tokens_per_sec=150,273
iter_num=873: train_lossf=4.0725, dt=3.270s, mfu=54.73%, tokens_per_sec=150,301
iter_num=874: train_lossf=3.9053, dt=3.269s, mfu=54.73%, tokens_per_sec=150,337
iter_num=875: train_lossf=3.8957, dt=3.270s, mfu=54.73%, tokens_per_sec=150,318
iter_num=876: train_lossf=3.9318, dt=3.270s, mfu=54.73%, tokens_per_sec=150,295
iter_num=877: train_lossf=4.0470, dt=3.270s, mfu=54.73%, tokens_per_sec=150,294
iter_num=878: train_lossf=3.9785, dt=3.271s, mfu=54.73%, tokens_per_sec=150,285
iter_num=879: train_lossf=3.6821, dt=3.269s, mfu=54.73%, tokens_per_sec=150,373
iter_num=880: train_lossf=4.1947, dt=3.269s, mfu=54.73%, tokens_per_sec=150,376
iter_num=881: train_lossf=3.7854, dt=3.268s, mfu=54.74%, tokens_per_sec=150,401
iter_num=882: train_lossf=3.9118, dt=3.270s, mfu=54.74%, tokens_per_sec=150,320
iter_num=883: train_lossf=3.9675, dt=3.268s, mfu=54.74%, tokens_per_sec=150,388
iter_num=884: train_lossf=3.9133, dt=3.269s, mfu=54.74%, tokens_per_sec=150,359
iter_num=885: train_lossf=3.8870, dt=3.269s, mfu=54.74%, tokens_per_sec=150,373
iter_num=886: train_lossf=3.7243, dt=3.267s, mfu=54.75%, tokens_per_sec=150,458
iter_num=887: train_lossf=3.8886, dt=3.267s, mfu=54.75%, tokens_per_sec=150,473
iter_num=888: train_lossf=3.8393, dt=3.267s, mfu=54.75%, tokens_per_sec=150,447
iter_num=889: train_lossf=4.0870, dt=3.265s, mfu=54.76%, tokens_per_sec=150,537
iter_num=890: train_lossf=4.0094, dt=3.296s, mfu=54.71%, tokens_per_sec=149,128
iter_num=891: train_lossf=3.7959, dt=3.795s, mfu=53.96%, tokens_per_sec=129,513
iter_num=892: train_lossf=3.8066, dt=3.265s, mfu=54.04%, tokens_per_sec=150,556
iter_num=893: train_lossf=3.8841, dt=3.262s, mfu=54.13%, tokens_per_sec=150,671
iter_num=894: train_lossf=3.8421, dt=3.265s, mfu=54.20%, tokens_per_sec=150,546
iter_num=895: train_lossf=3.9155, dt=3.265s, mfu=54.26%, tokens_per_sec=150,529
iter_num=896: train_lossf=3.9442, dt=3.264s, mfu=54.32%, tokens_per_sec=150,604
iter_num=897: train_lossf=4.0168, dt=3.264s, mfu=54.37%, tokens_per_sec=150,584
iter_num=898: train_lossf=4.0032, dt=3.265s, mfu=54.41%, tokens_per_sec=150,548
iter_num=899: train_lossf=3.9893, dt=3.265s, mfu=54.45%, tokens_per_sec=150,542
iter_num=900: train_lossf=4.0462, dt=3.266s, mfu=54.49%, tokens_per_sec=150,504
iter_num=901: train_lossf=3.8183, dt=3.265s, mfu=54.52%, tokens_per_sec=150,532
iter_num=902: train_lossf=3.8781, dt=3.266s, mfu=54.55%, tokens_per_sec=150,477
iter_num=903: train_lossf=3.9156, dt=3.266s, mfu=54.57%, tokens_per_sec=150,514
iter_num=904: train_lossf=3.8452, dt=3.266s, mfu=54.60%, tokens_per_sec=150,487
iter_num=905: train_lossf=3.8255, dt=3.267s, mfu=54.61%, tokens_per_sec=150,457
iter_num=906: train_lossf=3.8663, dt=3.268s, mfu=54.63%, tokens_per_sec=150,389
iter_num=907: train_lossf=3.7062, dt=3.267s, mfu=54.65%, tokens_per_sec=150,463
iter_num=908: train_lossf=3.9016, dt=3.268s, mfu=54.66%, tokens_per_sec=150,409
iter_num=909: train_lossf=3.8884, dt=3.269s, mfu=54.67%, tokens_per_sec=150,372
iter_num=910: train_lossf=3.7160, dt=3.268s, mfu=54.68%, tokens_per_sec=150,396
iter_num=911: train_lossf=3.9881, dt=3.267s, mfu=54.69%, tokens_per_sec=150,468
iter_num=912: train_lossf=4.0347, dt=3.269s, mfu=54.69%, tokens_per_sec=150,367
iter_num=913: train_lossf=3.9444, dt=3.270s, mfu=54.70%, tokens_per_sec=150,326
iter_num=914: train_lossf=4.0422, dt=3.270s, mfu=54.70%, tokens_per_sec=150,323
iter_num=915: train_lossf=3.7816, dt=3.270s, mfu=54.70%, tokens_per_sec=150,296
iter_num=916: train_lossf=3.9723, dt=3.270s, mfu=54.71%, tokens_per_sec=150,290
iter_num=917: train_lossf=3.8431, dt=3.271s, mfu=54.71%, tokens_per_sec=150,286
iter_num=918: train_lossf=3.9977, dt=3.270s, mfu=54.71%, tokens_per_sec=150,306
iter_num=919: train_lossf=3.9343, dt=3.271s, mfu=54.71%, tokens_per_sec=150,256
iter_num=920: train_lossf=3.5357, dt=3.271s, mfu=54.71%, tokens_per_sec=150,283
iter_num=921: train_lossf=3.9182, dt=3.271s, mfu=54.71%, tokens_per_sec=150,252
iter_num=922: train_lossf=3.9132, dt=3.273s, mfu=54.71%, tokens_per_sec=150,179
iter_num=923: train_lossf=3.8767, dt=3.272s, mfu=54.71%, tokens_per_sec=150,216
iter_num=924: train_lossf=3.8641, dt=3.272s, mfu=54.71%, tokens_per_sec=150,214
iter_num=925: train_lossf=3.8723, dt=3.272s, mfu=54.71%, tokens_per_sec=150,231
iter_num=926: train_lossf=3.8389, dt=3.273s, mfu=54.70%, tokens_per_sec=150,163
iter_num=927: train_lossf=3.7501, dt=3.272s, mfu=54.70%, tokens_per_sec=150,206
iter_num=928: train_lossf=3.8518, dt=3.273s, mfu=54.70%, tokens_per_sec=150,181
iter_num=929: train_lossf=3.7780, dt=3.271s, mfu=54.70%, tokens_per_sec=150,254
iter_num=930: train_lossf=3.6425, dt=3.271s, mfu=54.70%, tokens_per_sec=150,246
iter_num=931: train_lossf=3.8340, dt=3.270s, mfu=54.71%, tokens_per_sec=150,330
iter_num=932: train_lossf=4.0040, dt=3.271s, mfu=54.71%, tokens_per_sec=150,260
iter_num=933: train_lossf=3.9369, dt=3.271s, mfu=54.71%, tokens_per_sec=150,250
iter_num=934: train_lossf=4.0771, dt=3.268s, mfu=54.71%, tokens_per_sec=150,421
iter_num=935: train_lossf=3.7871, dt=3.270s, mfu=54.72%, tokens_per_sec=150,310
iter_num=936: train_lossf=3.6293, dt=3.270s, mfu=54.72%, tokens_per_sec=150,330
iter_num=937: train_lossf=3.8634, dt=3.268s, mfu=54.72%, tokens_per_sec=150,421
iter_num=938: train_lossf=3.8195, dt=3.269s, mfu=54.73%, tokens_per_sec=150,378
iter_num=939: train_lossf=3.9849, dt=3.266s, mfu=54.73%, tokens_per_sec=150,503
iter_num=940: train_lossf=3.8220, dt=3.266s, mfu=54.74%, tokens_per_sec=150,500
iter_num=941: train_lossf=3.8535, dt=3.266s, mfu=54.75%, tokens_per_sec=150,478
iter_num=942: train_lossf=3.8327, dt=3.266s, mfu=54.75%, tokens_per_sec=150,502
iter_num=943: train_lossf=3.9110, dt=3.266s, mfu=54.76%, tokens_per_sec=150,501
iter_num=944: train_lossf=4.0048, dt=3.265s, mfu=54.76%, tokens_per_sec=150,547
iter_num=945: train_lossf=3.8385, dt=3.264s, mfu=54.77%, tokens_per_sec=150,578
iter_num=946: train_lossf=3.9566, dt=3.265s, mfu=54.77%, tokens_per_sec=150,553
iter_num=947: train_lossf=3.9556, dt=3.264s, mfu=54.78%, tokens_per_sec=150,579
iter_num=948: train_lossf=3.8725, dt=3.264s, mfu=54.78%, tokens_per_sec=150,571
iter_num=949: train_lossf=3.9105, dt=3.263s, mfu=54.79%, tokens_per_sec=150,613
iter_num=950: train_lossf=3.6754, dt=3.263s, mfu=54.80%, tokens_per_sec=150,639
iter_num=951: train_lossf=3.8826, dt=3.264s, mfu=54.80%, tokens_per_sec=150,608
iter_num=952: train_lossf=3.8327, dt=3.264s, mfu=54.81%, tokens_per_sec=150,611
iter_num=953: train_lossf=3.6799, dt=3.265s, mfu=54.81%, tokens_per_sec=150,544
iter_num=954: train_lossf=3.5184, dt=3.264s, mfu=54.81%, tokens_per_sec=150,573
iter_num=955: train_lossf=3.9855, dt=3.265s, mfu=54.81%, tokens_per_sec=150,542
iter_num=956: train_lossf=3.9262, dt=3.391s, mfu=54.61%, tokens_per_sec=144,931
iter_num=957: train_lossf=3.9408, dt=3.265s, mfu=54.63%, tokens_per_sec=150,530
iter_num=958: train_lossf=3.8121, dt=3.269s, mfu=54.64%, tokens_per_sec=150,350
iter_num=959: train_lossf=3.7974, dt=3.268s, mfu=54.65%, tokens_per_sec=150,398
iter_num=960: train_lossf=3.8477, dt=3.380s, mfu=54.48%, tokens_per_sec=145,403
iter_num=961: train_lossf=3.9063, dt=3.266s, mfu=54.51%, tokens_per_sec=150,497
iter_num=962: train_lossf=3.7522, dt=3.268s, mfu=54.54%, tokens_per_sec=150,413
iter_num=963: train_lossf=3.8466, dt=3.268s, mfu=54.56%, tokens_per_sec=150,391
iter_num=964: train_lossf=3.9144, dt=3.270s, mfu=54.58%, tokens_per_sec=150,293
iter_num=965: train_lossf=3.8086, dt=3.390s, mfu=54.40%, tokens_per_sec=145,012
iter_num=966: train_lossf=3.8325, dt=3.269s, mfu=54.43%, tokens_per_sec=150,368
iter_num=967: train_lossf=3.6997, dt=3.269s, mfu=54.47%, tokens_per_sec=150,341
iter_num=968: train_lossf=3.9432, dt=3.270s, mfu=54.49%, tokens_per_sec=150,318
iter_num=969: train_lossf=3.8880, dt=3.360s, mfu=54.37%, tokens_per_sec=146,293
iter_num=970: train_lossf=3.8730, dt=3.269s, mfu=54.41%, tokens_per_sec=150,335
iter_num=971: train_lossf=3.9977, dt=3.271s, mfu=54.44%, tokens_per_sec=150,272
iter_num=972: train_lossf=4.0222, dt=3.388s, mfu=54.28%, tokens_per_sec=145,095
iter_num=973: train_lossf=3.8567, dt=3.269s, mfu=54.32%, tokens_per_sec=150,342
iter_num=974: train_lossf=3.7196, dt=3.272s, mfu=54.36%, tokens_per_sec=150,241
iter_num=975: train_lossf=3.9273, dt=3.271s, mfu=54.40%, tokens_per_sec=150,257
iter_num=976: train_lossf=3.6181, dt=3.272s, mfu=54.43%, tokens_per_sec=150,205
iter_num=977: train_lossf=3.9557, dt=3.271s, mfu=54.46%, tokens_per_sec=150,248
iter_num=978: train_lossf=3.8639, dt=3.271s, mfu=54.48%, tokens_per_sec=150,288
iter_num=979: train_lossf=3.7315, dt=3.271s, mfu=54.51%, tokens_per_sec=150,262
iter_num=980: train_lossf=3.7195, dt=3.271s, mfu=54.53%, tokens_per_sec=150,278
iter_num=981: train_lossf=3.8032, dt=3.270s, mfu=54.55%, tokens_per_sec=150,315
iter_num=982: train_lossf=3.7531, dt=3.386s, mfu=54.38%, tokens_per_sec=145,142
iter_num=983: train_lossf=3.6978, dt=3.269s, mfu=54.41%, tokens_per_sec=150,349
