Running with width=1024, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0332
MASTER_ADDR:MASTER_PORT=10.14.3.22:9469
----------------------------------
[2024-12-10 18:52:32,828] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:37621 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 10.9897, val loss 10.9901
iter_num=0: train_lossf=10.9685, dt=93.654s, mfu=0.00%, tokens_per_sec=5,248
iter_num=729: train_lossf=4.4727, dt=1.189s, mfu=43.96%, tokens_per_sec=413,515
iter_num=730: train_lossf=3.7433, dt=1.261s, mfu=43.83%, tokens_per_sec=389,707
iter_num=731: train_lossf=4.2845, dt=1.230s, mfu=43.83%, tokens_per_sec=399,640
iter_num=732: train_lossf=4.5002, dt=1.188s, mfu=43.97%, tokens_per_sec=413,747
iter_num=733: train_lossf=4.3702, dt=1.362s, mfu=43.52%, tokens_per_sec=360,813
iter_num=734: train_lossf=4.3636, dt=1.228s, mfu=43.56%, tokens_per_sec=400,380
iter_num=735: train_lossf=4.2872, dt=1.223s, mfu=43.60%, tokens_per_sec=401,751
iter_num=736: train_lossf=4.2298, dt=1.193s, mfu=43.75%, tokens_per_sec=411,877
iter_num=737: train_lossf=4.2697, dt=1.188s, mfu=43.90%, tokens_per_sec=413,733
iter_num=738: train_lossf=4.3330, dt=1.191s, mfu=44.03%, tokens_per_sec=412,697
iter_num=739: train_lossf=4.3907, dt=1.218s, mfu=44.04%, tokens_per_sec=403,602
iter_num=740: train_lossf=4.5089, dt=1.187s, mfu=44.17%, tokens_per_sec=413,912
iter_num=741: train_lossf=4.2452, dt=1.188s, mfu=44.28%, tokens_per_sec=413,846
iter_num=742: train_lossf=4.2782, dt=1.209s, mfu=44.31%, tokens_per_sec=406,499
iter_num=743: train_lossf=4.1703, dt=1.202s, mfu=44.35%, tokens_per_sec=409,055
iter_num=744: train_lossf=4.0642, dt=1.221s, mfu=44.33%, tokens_per_sec=402,621
iter_num=745: train_lossf=4.2633, dt=1.188s, mfu=44.42%, tokens_per_sec=413,831
iter_num=746: train_lossf=4.3706, dt=1.214s, mfu=44.41%, tokens_per_sec=404,737
iter_num=747: train_lossf=4.3405, dt=1.193s, mfu=44.48%, tokens_per_sec=411,979
iter_num=748: train_lossf=4.2703, dt=1.202s, mfu=44.51%, tokens_per_sec=408,910
iter_num=749: train_lossf=4.2593, dt=1.188s, mfu=44.59%, tokens_per_sec=413,837
iter_num=750: train_lossf=4.1193, dt=1.219s, mfu=44.54%, tokens_per_sec=403,077
iter_num=751: train_lossf=4.1836, dt=1.187s, mfu=44.62%, tokens_per_sec=413,948
iter_num=752: train_lossf=4.2596, dt=1.187s, mfu=44.69%, tokens_per_sec=414,065
iter_num=753: train_lossf=4.2572, dt=1.188s, mfu=44.75%, tokens_per_sec=413,839
iter_num=754: train_lossf=4.4444, dt=1.215s, mfu=44.70%, tokens_per_sec=404,515
iter_num=755: train_lossf=4.1412, dt=1.229s, mfu=44.61%, tokens_per_sec=399,960
iter_num=756: train_lossf=4.3220, dt=1.391s, mfu=44.02%, tokens_per_sec=353,397
iter_num=757: train_lossf=4.1241, dt=1.186s, mfu=44.15%, tokens_per_sec=414,482
iter_num=758: train_lossf=4.3384, dt=1.187s, mfu=44.27%, tokens_per_sec=414,120
iter_num=759: train_lossf=4.4646, dt=1.187s, mfu=44.38%, tokens_per_sec=413,998
iter_num=760: train_lossf=4.2441, dt=1.241s, mfu=44.27%, tokens_per_sec=396,007
iter_num=761: train_lossf=4.2034, dt=1.231s, mfu=44.22%, tokens_per_sec=399,407
iter_num=762: train_lossf=4.0419, dt=1.188s, mfu=44.33%, tokens_per_sec=413,872
iter_num=763: train_lossf=4.2683, dt=1.193s, mfu=44.40%, tokens_per_sec=411,847
iter_num=764: train_lossf=4.4224, dt=1.188s, mfu=44.49%, tokens_per_sec=413,823
iter_num=765: train_lossf=4.2327, dt=1.191s, mfu=44.56%, tokens_per_sec=412,570
iter_num=766: train_lossf=4.2095, dt=1.188s, mfu=44.64%, tokens_per_sec=413,900
iter_num=767: train_lossf=4.2999, dt=1.356s, mfu=44.14%, tokens_per_sec=362,598
iter_num=768: train_lossf=4.2553, dt=1.198s, mfu=44.22%, tokens_per_sec=410,239
iter_num=769: train_lossf=4.3074, dt=1.199s, mfu=44.28%, tokens_per_sec=409,830
iter_num=770: train_lossf=4.2002, dt=1.187s, mfu=44.39%, tokens_per_sec=413,935
iter_num=771: train_lossf=4.4169, dt=1.188s, mfu=44.48%, tokens_per_sec=413,898
iter_num=772: train_lossf=4.0897, dt=1.196s, mfu=44.53%, tokens_per_sec=410,893
iter_num=773: train_lossf=4.1138, dt=1.188s, mfu=44.60%, tokens_per_sec=413,704
iter_num=774: train_lossf=4.3011, dt=1.188s, mfu=44.67%, tokens_per_sec=413,888
iter_num=775: train_lossf=4.2849, dt=1.188s, mfu=44.74%, tokens_per_sec=413,792
iter_num=776: train_lossf=4.2176, dt=1.281s, mfu=44.46%, tokens_per_sec=383,643
iter_num=777: train_lossf=3.9843, dt=1.310s, mfu=44.13%, tokens_per_sec=375,331
iter_num=778: train_lossf=4.1442, dt=1.187s, mfu=44.24%, tokens_per_sec=413,926
iter_num=779: train_lossf=4.0267, dt=3.692s, mfu=41.28%, tokens_per_sec=133,123
iter_num=780: train_lossf=4.2758, dt=1.219s, mfu=41.56%, tokens_per_sec=403,341
iter_num=781: train_lossf=4.0890, dt=1.185s, mfu=41.95%, tokens_per_sec=414,663
iter_num=782: train_lossf=4.2063, dt=1.185s, mfu=42.29%, tokens_per_sec=414,634
iter_num=783: train_lossf=4.1104, dt=1.187s, mfu=42.60%, tokens_per_sec=414,173
iter_num=784: train_lossf=4.3014, dt=1.213s, mfu=42.77%, tokens_per_sec=405,044
iter_num=785: train_lossf=4.2698, dt=1.187s, mfu=43.03%, tokens_per_sec=414,005
iter_num=786: train_lossf=4.1721, dt=1.216s, mfu=43.15%, tokens_per_sec=404,331
iter_num=787: train_lossf=4.1926, dt=1.187s, mfu=43.37%, tokens_per_sec=414,153
iter_num=788: train_lossf=3.9360, dt=1.216s, mfu=43.46%, tokens_per_sec=404,321
iter_num=789: train_lossf=4.3366, dt=1.222s, mfu=43.51%, tokens_per_sec=402,139
iter_num=790: train_lossf=4.2112, dt=1.187s, mfu=43.69%, tokens_per_sec=413,951
iter_num=791: train_lossf=4.2978, dt=1.188s, mfu=43.86%, tokens_per_sec=413,881
iter_num=792: train_lossf=4.1657, dt=1.255s, mfu=43.76%, tokens_per_sec=391,540
iter_num=793: train_lossf=4.1271, dt=1.386s, mfu=43.26%, tokens_per_sec=354,756
iter_num=794: train_lossf=3.9477, dt=1.188s, mfu=43.47%, tokens_per_sec=413,670
iter_num=795: train_lossf=4.1285, dt=1.188s, mfu=43.65%, tokens_per_sec=413,693
iter_num=796: train_lossf=3.9061, dt=1.187s, mfu=43.81%, tokens_per_sec=413,944
iter_num=797: train_lossf=4.1548, dt=1.223s, mfu=43.83%, tokens_per_sec=401,993
iter_num=798: train_lossf=4.1996, dt=1.188s, mfu=43.98%, tokens_per_sec=413,805
iter_num=799: train_lossf=4.2265, dt=1.285s, mfu=43.77%, tokens_per_sec=382,406
iter_num=800: train_lossf=4.1974, dt=1.194s, mfu=43.90%, tokens_per_sec=411,511
iter_num=801: train_lossf=4.3163, dt=1.221s, mfu=43.91%, tokens_per_sec=402,572
iter_num=802: train_lossf=4.1065, dt=1.358s, mfu=43.48%, tokens_per_sec=361,848
iter_num=803: train_lossf=4.3191, dt=1.188s, mfu=43.67%, tokens_per_sec=413,796
iter_num=804: train_lossf=4.2490, dt=1.188s, mfu=43.83%, tokens_per_sec=413,764
iter_num=805: train_lossf=4.4186, dt=1.235s, mfu=43.80%, tokens_per_sec=397,964
iter_num=806: train_lossf=4.2931, dt=1.199s, mfu=43.91%, tokens_per_sec=409,820
iter_num=807: train_lossf=4.2137, dt=1.200s, mfu=44.00%, tokens_per_sec=409,697
iter_num=808: train_lossf=4.0228, dt=1.192s, mfu=44.12%, tokens_per_sec=412,452
iter_num=809: train_lossf=4.2453, dt=1.327s, mfu=43.76%, tokens_per_sec=370,511
iter_num=810: train_lossf=4.2851, dt=1.188s, mfu=43.91%, tokens_per_sec=413,636
iter_num=811: train_lossf=4.0950, dt=1.188s, mfu=44.05%, tokens_per_sec=413,572
iter_num=812: train_lossf=4.0942, dt=1.225s, mfu=44.04%, tokens_per_sec=401,391
iter_num=813: train_lossf=4.1224, dt=1.188s, mfu=44.16%, tokens_per_sec=413,783
iter_num=814: train_lossf=4.2666, dt=1.191s, mfu=44.27%, tokens_per_sec=412,721
iter_num=815: train_lossf=4.1134, dt=1.189s, mfu=44.37%, tokens_per_sec=413,557
iter_num=816: train_lossf=4.2834, dt=1.189s, mfu=44.46%, tokens_per_sec=413,440
iter_num=817: train_lossf=4.3102, dt=1.189s, mfu=44.54%, tokens_per_sec=413,380
iter_num=818: train_lossf=4.1436, dt=1.189s, mfu=44.61%, tokens_per_sec=413,364
iter_num=819: train_lossf=4.3338, dt=1.188s, mfu=44.68%, tokens_per_sec=413,714
iter_num=820: train_lossf=4.1898, dt=1.220s, mfu=44.62%, tokens_per_sec=403,014
iter_num=821: train_lossf=4.2424, dt=1.223s, mfu=44.56%, tokens_per_sec=401,872
iter_num=822: train_lossf=4.0909, dt=1.189s, mfu=44.63%, tokens_per_sec=413,421
iter_num=823: train_lossf=4.2029, dt=1.189s, mfu=44.69%, tokens_per_sec=413,416
iter_num=824: train_lossf=4.1068, dt=1.218s, mfu=44.64%, tokens_per_sec=403,652
iter_num=825: train_lossf=3.9652, dt=1.193s, mfu=44.69%, tokens_per_sec=412,084
iter_num=826: train_lossf=4.2812, dt=1.528s, mfu=43.74%, tokens_per_sec=321,762
iter_num=827: train_lossf=3.9748, dt=1.188s, mfu=43.90%, tokens_per_sec=413,837
iter_num=828: train_lossf=4.1360, dt=1.189s, mfu=44.03%, tokens_per_sec=413,471
iter_num=829: train_lossf=4.3142, dt=1.189s, mfu=44.16%, tokens_per_sec=413,542
iter_num=830: train_lossf=3.9638, dt=1.193s, mfu=44.25%, tokens_per_sec=411,863
iter_num=831: train_lossf=4.1294, dt=1.189s, mfu=44.35%, tokens_per_sec=413,222
iter_num=832: train_lossf=4.1129, dt=1.238s, mfu=44.26%, tokens_per_sec=397,119
iter_num=833: train_lossf=4.1504, dt=1.188s, mfu=44.36%, tokens_per_sec=413,718
iter_num=834: train_lossf=4.0639, dt=1.190s, mfu=44.45%, tokens_per_sec=413,152
iter_num=835: train_lossf=4.1801, dt=1.189s, mfu=44.53%, tokens_per_sec=413,406
iter_num=836: train_lossf=4.2244, dt=1.188s, mfu=44.61%, tokens_per_sec=413,712
iter_num=837: train_lossf=3.9884, dt=1.189s, mfu=44.67%, tokens_per_sec=413,468
iter_num=838: train_lossf=4.0798, dt=1.216s, mfu=44.63%, tokens_per_sec=404,128
iter_num=839: train_lossf=4.0623, dt=1.190s, mfu=44.69%, tokens_per_sec=413,090
iter_num=840: train_lossf=3.9575, dt=1.188s, mfu=44.75%, tokens_per_sec=413,589
iter_num=841: train_lossf=4.0515, dt=1.188s, mfu=44.80%, tokens_per_sec=413,577
iter_num=842: train_lossf=3.9746, dt=1.219s, mfu=44.74%, tokens_per_sec=403,358
iter_num=843: train_lossf=4.1176, dt=1.202s, mfu=44.74%, tokens_per_sec=409,014
iter_num=844: train_lossf=4.0033, dt=1.194s, mfu=44.77%, tokens_per_sec=411,586
iter_num=845: train_lossf=4.3624, dt=1.189s, mfu=44.82%, tokens_per_sec=413,519
iter_num=846: train_lossf=4.1932, dt=1.217s, mfu=44.76%, tokens_per_sec=403,863
iter_num=847: train_lossf=4.0000, dt=1.192s, mfu=44.80%, tokens_per_sec=412,294
iter_num=848: train_lossf=4.0928, dt=1.224s, mfu=44.71%, tokens_per_sec=401,480
iter_num=849: train_lossf=4.0957, dt=1.341s, mfu=44.25%, tokens_per_sec=366,599
iter_num=850: train_lossf=3.8772, dt=1.188s, mfu=44.36%, tokens_per_sec=413,835
iter_num=851: train_lossf=4.0378, dt=1.188s, mfu=44.45%, tokens_per_sec=413,757
iter_num=852: train_lossf=4.2862, dt=1.190s, mfu=44.53%, tokens_per_sec=413,150
iter_num=853: train_lossf=4.0552, dt=1.188s, mfu=44.61%, tokens_per_sec=413,714
iter_num=854: train_lossf=4.0378, dt=1.188s, mfu=44.67%, tokens_per_sec=413,697
iter_num=855: train_lossf=3.9495, dt=1.188s, mfu=44.73%, tokens_per_sec=413,602
iter_num=856: train_lossf=4.0015, dt=1.188s, mfu=44.79%, tokens_per_sec=413,901
iter_num=857: train_lossf=4.1643, dt=1.189s, mfu=44.84%, tokens_per_sec=413,553
iter_num=858: train_lossf=4.2693, dt=1.188s, mfu=44.88%, tokens_per_sec=413,581
iter_num=859: train_lossf=4.0513, dt=1.189s, mfu=44.92%, tokens_per_sec=413,469
iter_num=860: train_lossf=4.0235, dt=1.188s, mfu=44.96%, tokens_per_sec=413,654
iter_num=861: train_lossf=3.9937, dt=1.188s, mfu=44.99%, tokens_per_sec=413,798
iter_num=862: train_lossf=4.1167, dt=1.193s, mfu=45.00%, tokens_per_sec=412,052
iter_num=863: train_lossf=4.0887, dt=1.410s, mfu=44.32%, tokens_per_sec=348,600
iter_num=864: train_lossf=4.3460, dt=1.187s, mfu=44.42%, tokens_per_sec=414,102
iter_num=865: train_lossf=4.1406, dt=1.188s, mfu=44.51%, tokens_per_sec=413,834
iter_num=866: train_lossf=4.0226, dt=1.187s, mfu=44.59%, tokens_per_sec=414,045
iter_num=867: train_lossf=4.1557, dt=1.187s, mfu=44.66%, tokens_per_sec=413,945
iter_num=868: train_lossf=3.9727, dt=1.345s, mfu=44.20%, tokens_per_sec=365,387
iter_num=869: train_lossf=4.1195, dt=1.187s, mfu=44.31%, tokens_per_sec=414,107
iter_num=870: train_lossf=4.3998, dt=1.209s, mfu=44.33%, tokens_per_sec=406,485
iter_num=871: train_lossf=4.0748, dt=1.190s, mfu=44.42%, tokens_per_sec=412,980
iter_num=872: train_lossf=4.1254, dt=1.187s, mfu=44.51%, tokens_per_sec=414,094
iter_num=873: train_lossf=4.0010, dt=1.239s, mfu=44.40%, tokens_per_sec=396,691
iter_num=874: train_lossf=4.0483, dt=1.187s, mfu=44.49%, tokens_per_sec=413,955
iter_num=875: train_lossf=4.1293, dt=1.188s, mfu=44.57%, tokens_per_sec=413,848
iter_num=876: train_lossf=4.1445, dt=1.290s, mfu=44.29%, tokens_per_sec=380,994
iter_num=877: train_lossf=4.0362, dt=1.186s, mfu=44.39%, tokens_per_sec=414,314
iter_num=878: train_lossf=4.0744, dt=1.186s, mfu=44.49%, tokens_per_sec=414,389
iter_num=879: train_lossf=4.1658, dt=1.194s, mfu=44.55%, tokens_per_sec=411,636
iter_num=880: train_lossf=4.0476, dt=1.189s, mfu=44.62%, tokens_per_sec=413,236
iter_num=881: train_lossf=4.0119, dt=1.220s, mfu=44.56%, tokens_per_sec=402,855
iter_num=882: train_lossf=4.0070, dt=1.186s, mfu=44.64%, tokens_per_sec=414,307
iter_num=883: train_lossf=4.2465, dt=1.188s, mfu=44.71%, tokens_per_sec=413,796
iter_num=884: train_lossf=4.1335, dt=1.193s, mfu=44.75%, tokens_per_sec=411,993
iter_num=885: train_lossf=4.0533, dt=1.187s, mfu=44.80%, tokens_per_sec=413,951
iter_num=886: train_lossf=4.1807, dt=1.236s, mfu=44.68%, tokens_per_sec=397,675
iter_num=887: train_lossf=4.2456, dt=1.205s, mfu=44.68%, tokens_per_sec=408,028
iter_num=888: train_lossf=4.0734, dt=1.187s, mfu=44.74%, tokens_per_sec=413,921
iter_num=889: train_lossf=4.3221, dt=1.221s, mfu=44.67%, tokens_per_sec=402,395
iter_num=890: train_lossf=4.1006, dt=1.339s, mfu=44.22%, tokens_per_sec=366,951
iter_num=891: train_lossf=4.0569, dt=1.222s, mfu=44.20%, tokens_per_sec=402,197
iter_num=892: train_lossf=3.9085, dt=1.226s, mfu=44.17%, tokens_per_sec=400,924
iter_num=893: train_lossf=4.0595, dt=1.225s, mfu=44.15%, tokens_per_sec=401,331
iter_num=894: train_lossf=4.1196, dt=1.187s, mfu=44.27%, tokens_per_sec=414,121
iter_num=895: train_lossf=4.0361, dt=1.187s, mfu=44.37%, tokens_per_sec=414,174
iter_num=896: train_lossf=4.0655, dt=1.187s, mfu=44.47%, tokens_per_sec=414,006
iter_num=897: train_lossf=3.9623, dt=1.190s, mfu=44.54%, tokens_per_sec=413,207
iter_num=898: train_lossf=4.0567, dt=1.187s, mfu=44.62%, tokens_per_sec=414,142
iter_num=899: train_lossf=4.1219, dt=1.186s, mfu=44.70%, tokens_per_sec=414,303
iter_num=900: train_lossf=4.0483, dt=1.188s, mfu=44.76%, tokens_per_sec=413,767
iter_num=901: train_lossf=4.0634, dt=1.188s, mfu=44.81%, tokens_per_sec=413,744
iter_num=902: train_lossf=3.9956, dt=1.187s, mfu=44.86%, tokens_per_sec=414,182
iter_num=903: train_lossf=3.9159, dt=1.350s, mfu=44.36%, tokens_per_sec=364,162
iter_num=904: train_lossf=4.1727, dt=1.186s, mfu=44.46%, tokens_per_sec=414,432
iter_num=905: train_lossf=4.0580, dt=1.187s, mfu=44.55%, tokens_per_sec=413,963
iter_num=906: train_lossf=4.0273, dt=1.187s, mfu=44.63%, tokens_per_sec=413,998
iter_num=907: train_lossf=3.9697, dt=1.262s, mfu=44.43%, tokens_per_sec=389,404
iter_num=908: train_lossf=3.9848, dt=1.187s, mfu=44.52%, tokens_per_sec=414,207
iter_num=909: train_lossf=4.0876, dt=1.188s, mfu=44.60%, tokens_per_sec=413,753
iter_num=910: train_lossf=4.3710, dt=1.188s, mfu=44.66%, tokens_per_sec=413,713
iter_num=911: train_lossf=3.8867, dt=1.188s, mfu=44.73%, tokens_per_sec=413,744
iter_num=912: train_lossf=4.1920, dt=1.188s, mfu=44.78%, tokens_per_sec=413,763
iter_num=913: train_lossf=4.0133, dt=1.188s, mfu=44.84%, tokens_per_sec=413,843
iter_num=914: train_lossf=4.1176, dt=1.188s, mfu=44.88%, tokens_per_sec=413,905
iter_num=915: train_lossf=4.2030, dt=1.189s, mfu=44.92%, tokens_per_sec=413,438
iter_num=916: train_lossf=3.9737, dt=1.188s, mfu=44.96%, tokens_per_sec=413,889
iter_num=917: train_lossf=4.0422, dt=1.188s, mfu=44.99%, tokens_per_sec=413,789
iter_num=918: train_lossf=4.0649, dt=1.188s, mfu=45.02%, tokens_per_sec=413,862
iter_num=919: train_lossf=3.8573, dt=1.188s, mfu=45.05%, tokens_per_sec=413,903
iter_num=920: train_lossf=4.1902, dt=1.188s, mfu=45.08%, tokens_per_sec=413,890
iter_num=921: train_lossf=4.0606, dt=1.188s, mfu=45.10%, tokens_per_sec=413,569
iter_num=922: train_lossf=4.0472, dt=1.188s, mfu=45.12%, tokens_per_sec=413,611
iter_num=923: train_lossf=3.9052, dt=1.188s, mfu=45.14%, tokens_per_sec=413,910
iter_num=924: train_lossf=4.1397, dt=1.188s, mfu=45.15%, tokens_per_sec=413,743
iter_num=925: train_lossf=4.0865, dt=1.189s, mfu=45.16%, tokens_per_sec=413,407
iter_num=926: train_lossf=4.0435, dt=1.221s, mfu=45.05%, tokens_per_sec=402,625
iter_num=927: train_lossf=4.1789, dt=1.189s, mfu=45.07%, tokens_per_sec=413,525
iter_num=928: train_lossf=4.0031, dt=1.189s, mfu=45.09%, tokens_per_sec=413,440
iter_num=929: train_lossf=4.1312, dt=1.188s, mfu=45.11%, tokens_per_sec=413,638
iter_num=930: train_lossf=3.9754, dt=1.189s, mfu=45.13%, tokens_per_sec=413,419
iter_num=931: train_lossf=3.8586, dt=1.188s, mfu=45.14%, tokens_per_sec=413,582
iter_num=932: train_lossf=4.2144, dt=1.293s, mfu=44.79%, tokens_per_sec=380,047
iter_num=933: train_lossf=3.9562, dt=1.188s, mfu=44.84%, tokens_per_sec=413,847
iter_num=934: train_lossf=4.0134, dt=1.189s, mfu=44.88%, tokens_per_sec=413,350
iter_num=935: train_lossf=4.0246, dt=1.188s, mfu=44.92%, tokens_per_sec=413,578
iter_num=936: train_lossf=4.0688, dt=1.188s, mfu=44.96%, tokens_per_sec=413,586
iter_num=937: train_lossf=4.1588, dt=1.243s, mfu=44.79%, tokens_per_sec=395,475
iter_num=938: train_lossf=4.0574, dt=1.215s, mfu=44.74%, tokens_per_sec=404,436
iter_num=939: train_lossf=3.8717, dt=1.190s, mfu=44.78%, tokens_per_sec=412,925
iter_num=940: train_lossf=3.9654, dt=1.286s, mfu=44.49%, tokens_per_sec=382,093
iter_num=941: train_lossf=3.8902, dt=1.188s, mfu=44.57%, tokens_per_sec=413,771
iter_num=942: train_lossf=3.9874, dt=1.189s, mfu=44.64%, tokens_per_sec=413,286
iter_num=943: train_lossf=3.9612, dt=1.196s, mfu=44.67%, tokens_per_sec=410,861
iter_num=944: train_lossf=3.7986, dt=1.189s, mfu=44.73%, tokens_per_sec=413,384
iter_num=945: train_lossf=3.9813, dt=1.189s, mfu=44.78%, tokens_per_sec=413,376
iter_num=946: train_lossf=3.7925, dt=1.189s, mfu=44.83%, tokens_per_sec=413,557
iter_num=947: train_lossf=4.0260, dt=1.190s, mfu=44.87%, tokens_per_sec=413,184
iter_num=948: train_lossf=3.9535, dt=1.190s, mfu=44.91%, tokens_per_sec=413,181
iter_num=949: train_lossf=3.8041, dt=1.189s, mfu=44.94%, tokens_per_sec=413,296
iter_num=950: train_lossf=4.0696, dt=1.233s, mfu=44.81%, tokens_per_sec=398,610
iter_num=951: train_lossf=4.0193, dt=1.189s, mfu=44.85%, tokens_per_sec=413,411
iter_num=952: train_lossf=3.9559, dt=1.189s, mfu=44.89%, tokens_per_sec=413,416
iter_num=953: train_lossf=4.0156, dt=1.219s, mfu=44.82%, tokens_per_sec=403,184
iter_num=954: train_lossf=4.0456, dt=1.218s, mfu=44.76%, tokens_per_sec=403,669
iter_num=955: train_lossf=3.9805, dt=1.194s, mfu=44.79%, tokens_per_sec=411,584
iter_num=956: train_lossf=4.0219, dt=1.191s, mfu=44.82%, tokens_per_sec=412,527
iter_num=957: train_lossf=3.9533, dt=1.219s, mfu=44.76%, tokens_per_sec=403,340
iter_num=958: train_lossf=3.9605, dt=1.190s, mfu=44.80%, tokens_per_sec=413,156
iter_num=959: train_lossf=4.0358, dt=1.189s, mfu=44.85%, tokens_per_sec=413,470
iter_num=960: train_lossf=3.9764, dt=1.189s, mfu=44.89%, tokens_per_sec=413,250
iter_num=961: train_lossf=4.0273, dt=1.190s, mfu=44.92%, tokens_per_sec=413,121
iter_num=962: train_lossf=4.0103, dt=1.189s, mfu=44.96%, tokens_per_sec=413,407
iter_num=963: train_lossf=4.0377, dt=1.190s, mfu=44.98%, tokens_per_sec=413,112
iter_num=964: train_lossf=4.1009, dt=1.190s, mfu=45.01%, tokens_per_sec=413,040
iter_num=965: train_lossf=3.8397, dt=1.190s, mfu=45.03%, tokens_per_sec=413,146
iter_num=966: train_lossf=4.1245, dt=1.316s, mfu=44.61%, tokens_per_sec=373,460
iter_num=967: train_lossf=3.9804, dt=1.188s, mfu=44.68%, tokens_per_sec=413,650
iter_num=968: train_lossf=4.0173, dt=1.192s, mfu=44.73%, tokens_per_sec=412,280
iter_num=969: train_lossf=3.9736, dt=1.191s, mfu=44.77%, tokens_per_sec=412,569
iter_num=970: train_lossf=4.1309, dt=1.200s, mfu=44.78%, tokens_per_sec=409,695
iter_num=971: train_lossf=3.9828, dt=1.263s, mfu=44.56%, tokens_per_sec=389,188
iter_num=972: train_lossf=3.9044, dt=1.189s, mfu=44.63%, tokens_per_sec=413,425
iter_num=973: train_lossf=3.9838, dt=1.337s, mfu=44.19%, tokens_per_sec=367,722
iter_num=974: train_lossf=3.9509, dt=1.217s, mfu=44.19%, tokens_per_sec=403,898
iter_num=975: train_lossf=3.9382, dt=1.190s, mfu=44.30%, tokens_per_sec=413,066
iter_num=976: train_lossf=3.8367, dt=1.235s, mfu=44.22%, tokens_per_sec=397,952
iter_num=977: train_lossf=4.0828, dt=1.190s, mfu=44.32%, tokens_per_sec=413,126
iter_num=978: train_lossf=4.1178, dt=1.189s, mfu=44.42%, tokens_per_sec=413,260
iter_num=979: train_lossf=3.8959, dt=1.207s, mfu=44.43%, tokens_per_sec=407,296
iter_num=980: train_lossf=3.8758, dt=1.191s, mfu=44.51%, tokens_per_sec=412,803
iter_num=981: train_lossf=3.7992, dt=1.189s, mfu=44.58%, tokens_per_sec=413,278
iter_num=982: train_lossf=4.0222, dt=1.192s, mfu=44.64%, tokens_per_sec=412,238
iter_num=983: train_lossf=3.9698, dt=1.189s, mfu=44.70%, tokens_per_sec=413,505
