Running with width=512, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0329
MASTER_ADDR:MASTER_PORT=10.14.3.19:9469
----------------------------------
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] 
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:52:33,838] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_512_lr_0.00390625/
Overriding: n_head = 8
Overriding: n_embd = 512
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0329.jureca]:39221 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520tokens per iteration will be: 491,520

Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 63.52M
number of parameters: 63.52M
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
number of parameters: 63.52M
number of parameters: 63.52M
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 64,028,672 parameters
num non-decayed parameter tensors: 25, with 12,800 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 10.8806, val loss 10.8805
iter_num=0: train_lossf=10.8783, dt=86.388s, mfu=0.00%, tokens_per_sec=5,690
iter_num=729: train_lossf=4.8484, dt=0.735s, mfu=28.58%, tokens_per_sec=668,341
iter_num=730: train_lossf=4.9245, dt=1.112s, mfu=27.34%, tokens_per_sec=442,031
iter_num=731: train_lossf=4.8117, dt=0.570s, mfu=27.76%, tokens_per_sec=862,555
iter_num=732: train_lossf=4.8242, dt=0.716s, mfu=27.50%, tokens_per_sec=686,711
iter_num=733: train_lossf=4.6254, dt=0.572s, mfu=27.89%, tokens_per_sec=859,985
iter_num=734: train_lossf=4.5748, dt=0.563s, mfu=28.30%, tokens_per_sec=872,440
iter_num=735: train_lossf=4.7364, dt=0.563s, mfu=28.66%, tokens_per_sec=873,544
iter_num=736: train_lossf=4.8680, dt=0.586s, mfu=28.86%, tokens_per_sec=838,787
iter_num=737: train_lossf=4.7228, dt=0.565s, mfu=29.16%, tokens_per_sec=869,298
iter_num=738: train_lossf=4.9773, dt=0.571s, mfu=29.39%, tokens_per_sec=861,265
iter_num=739: train_lossf=4.6573, dt=0.752s, mfu=28.85%, tokens_per_sec=653,482
iter_num=740: train_lossf=4.4892, dt=0.590s, mfu=29.01%, tokens_per_sec=833,262
iter_num=741: train_lossf=4.8388, dt=0.589s, mfu=29.16%, tokens_per_sec=834,872
iter_num=742: train_lossf=4.7359, dt=0.765s, mfu=28.60%, tokens_per_sec=642,541
iter_num=743: train_lossf=4.7666, dt=0.572s, mfu=28.88%, tokens_per_sec=859,867
iter_num=744: train_lossf=4.8597, dt=0.575s, mfu=29.12%, tokens_per_sec=855,450
iter_num=745: train_lossf=4.8260, dt=0.581s, mfu=29.31%, tokens_per_sec=846,521
iter_num=746: train_lossf=4.6151, dt=0.581s, mfu=29.48%, tokens_per_sec=846,587
iter_num=747: train_lossf=4.7094, dt=0.565s, mfu=29.71%, tokens_per_sec=869,204
iter_num=748: train_lossf=4.7164, dt=0.570s, mfu=29.89%, tokens_per_sec=862,266
iter_num=749: train_lossf=4.8509, dt=0.556s, mfu=30.14%, tokens_per_sec=884,171
iter_num=750: train_lossf=4.8012, dt=0.579s, mfu=30.23%, tokens_per_sec=849,482
iter_num=751: train_lossf=4.9225, dt=0.746s, mfu=29.62%, tokens_per_sec=658,980
iter_num=752: train_lossf=4.8687, dt=0.574s, mfu=29.79%, tokens_per_sec=856,175
iter_num=753: train_lossf=4.7139, dt=0.574s, mfu=29.94%, tokens_per_sec=856,249
iter_num=754: train_lossf=4.6637, dt=0.571s, mfu=30.10%, tokens_per_sec=860,533
iter_num=755: train_lossf=4.7984, dt=0.767s, mfu=29.43%, tokens_per_sec=641,014
iter_num=756: train_lossf=4.6590, dt=0.569s, mfu=29.65%, tokens_per_sec=863,516
iter_num=757: train_lossf=4.5967, dt=0.570s, mfu=29.84%, tokens_per_sec=862,812
iter_num=758: train_lossf=4.7814, dt=0.567s, mfu=30.03%, tokens_per_sec=866,493
iter_num=759: train_lossf=4.6996, dt=0.783s, mfu=29.32%, tokens_per_sec=628,021
iter_num=760: train_lossf=4.7226, dt=0.568s, mfu=29.56%, tokens_per_sec=865,210
iter_num=761: train_lossf=4.5063, dt=0.571s, mfu=29.75%, tokens_per_sec=861,038
iter_num=762: train_lossf=4.7596, dt=0.570s, mfu=29.93%, tokens_per_sec=862,021
iter_num=763: train_lossf=4.7992, dt=0.731s, mfu=29.39%, tokens_per_sec=672,015
iter_num=764: train_lossf=4.7311, dt=0.568s, mfu=29.62%, tokens_per_sec=865,944
iter_num=765: train_lossf=4.6640, dt=0.711s, mfu=29.19%, tokens_per_sec=691,142
iter_num=766: train_lossf=4.7360, dt=0.699s, mfu=28.84%, tokens_per_sec=703,109
iter_num=767: train_lossf=4.8065, dt=0.602s, mfu=28.95%, tokens_per_sec=816,374
iter_num=768: train_lossf=4.8687, dt=0.567s, mfu=29.23%, tokens_per_sec=867,468
iter_num=769: train_lossf=4.7880, dt=0.582s, mfu=29.40%, tokens_per_sec=845,257
iter_num=770: train_lossf=4.7662, dt=0.556s, mfu=29.69%, tokens_per_sec=883,933
iter_num=771: train_lossf=4.6911, dt=0.569s, mfu=29.88%, tokens_per_sec=863,548
iter_num=772: train_lossf=4.5806, dt=0.579s, mfu=30.00%, tokens_per_sec=849,279
iter_num=773: train_lossf=4.8033, dt=0.567s, mfu=30.17%, tokens_per_sec=867,616
iter_num=774: train_lossf=4.5247, dt=0.567s, mfu=30.33%, tokens_per_sec=866,487
iter_num=775: train_lossf=4.6072, dt=0.565s, mfu=30.47%, tokens_per_sec=869,475
iter_num=776: train_lossf=4.6347, dt=0.576s, mfu=30.55%, tokens_per_sec=853,076
iter_num=777: train_lossf=4.8766, dt=0.561s, mfu=30.70%, tokens_per_sec=876,914
iter_num=778: train_lossf=4.7355, dt=0.569s, mfu=30.79%, tokens_per_sec=864,492
iter_num=779: train_lossf=4.5104, dt=0.563s, mfu=30.91%, tokens_per_sec=872,378
iter_num=780: train_lossf=4.5374, dt=0.576s, mfu=30.94%, tokens_per_sec=852,924
iter_num=781: train_lossf=4.7122, dt=0.566s, mfu=31.02%, tokens_per_sec=868,248
iter_num=782: train_lossf=4.6786, dt=0.559s, mfu=31.14%, tokens_per_sec=879,803
iter_num=783: train_lossf=4.7363, dt=0.581s, mfu=31.12%, tokens_per_sec=846,478
iter_num=784: train_lossf=4.6171, dt=0.582s, mfu=31.10%, tokens_per_sec=843,927
iter_num=785: train_lossf=4.8762, dt=0.566s, mfu=31.16%, tokens_per_sec=868,112
iter_num=786: train_lossf=4.5338, dt=0.559s, mfu=31.26%, tokens_per_sec=879,554
iter_num=787: train_lossf=4.6658, dt=0.565s, mfu=31.32%, tokens_per_sec=870,375
iter_num=788: train_lossf=4.6337, dt=0.720s, mfu=30.69%, tokens_per_sec=683,084
iter_num=789: train_lossf=4.7543, dt=0.570s, mfu=30.77%, tokens_per_sec=861,936
iter_num=790: train_lossf=4.4391, dt=0.569s, mfu=30.86%, tokens_per_sec=864,551
iter_num=791: train_lossf=4.6576, dt=0.561s, mfu=30.98%, tokens_per_sec=875,805
iter_num=792: train_lossf=4.5936, dt=0.561s, mfu=31.09%, tokens_per_sec=876,780
iter_num=793: train_lossf=4.6470, dt=0.749s, mfu=30.38%, tokens_per_sec=656,265
iter_num=794: train_lossf=4.4952, dt=0.570s, mfu=30.49%, tokens_per_sec=861,625
iter_num=795: train_lossf=4.6885, dt=0.569s, mfu=30.60%, tokens_per_sec=863,102
iter_num=796: train_lossf=4.7994, dt=0.567s, mfu=30.71%, tokens_per_sec=866,788
iter_num=797: train_lossf=4.5852, dt=0.579s, mfu=30.75%, tokens_per_sec=848,655
iter_num=798: train_lossf=4.5676, dt=0.562s, mfu=30.87%, tokens_per_sec=874,542
iter_num=799: train_lossf=4.6394, dt=0.570s, mfu=30.94%, tokens_per_sec=862,700
iter_num=800: train_lossf=4.6446, dt=0.570s, mfu=31.00%, tokens_per_sec=862,316
iter_num=801: train_lossf=4.4803, dt=0.566s, mfu=31.08%, tokens_per_sec=867,950
iter_num=802: train_lossf=4.7074, dt=0.712s, mfu=30.50%, tokens_per_sec=690,536
iter_num=803: train_lossf=4.5866, dt=0.558s, mfu=30.67%, tokens_per_sec=880,687
iter_num=804: train_lossf=4.6449, dt=0.580s, mfu=30.70%, tokens_per_sec=847,059
iter_num=805: train_lossf=4.6627, dt=0.697s, mfu=30.21%, tokens_per_sec=705,356
iter_num=806: train_lossf=4.5016, dt=0.559s, mfu=30.41%, tokens_per_sec=879,806
iter_num=807: train_lossf=4.7195, dt=0.576s, mfu=30.49%, tokens_per_sec=852,985
iter_num=808: train_lossf=4.4947, dt=0.573s, mfu=30.58%, tokens_per_sec=857,360
iter_num=809: train_lossf=4.6451, dt=0.562s, mfu=30.72%, tokens_per_sec=874,372
iter_num=810: train_lossf=4.5642, dt=0.572s, mfu=30.79%, tokens_per_sec=858,946
iter_num=811: train_lossf=4.4505, dt=0.562s, mfu=30.91%, tokens_per_sec=873,975
iter_num=812: train_lossf=4.5043, dt=0.564s, mfu=31.01%, tokens_per_sec=871,871
iter_num=813: train_lossf=4.4888, dt=0.563s, mfu=31.10%, tokens_per_sec=872,321
iter_num=814: train_lossf=4.6477, dt=0.568s, mfu=31.16%, tokens_per_sec=865,654
iter_num=815: train_lossf=4.6675, dt=0.563s, mfu=31.23%, tokens_per_sec=872,560
iter_num=816: train_lossf=4.6960, dt=0.568s, mfu=31.27%, tokens_per_sec=864,959
iter_num=817: train_lossf=4.5474, dt=0.560s, mfu=31.36%, tokens_per_sec=877,225
iter_num=818: train_lossf=4.5343, dt=0.575s, mfu=31.35%, tokens_per_sec=855,520
iter_num=819: train_lossf=4.4597, dt=0.566s, mfu=31.39%, tokens_per_sec=868,760
iter_num=820: train_lossf=4.6163, dt=0.585s, mfu=31.33%, tokens_per_sec=839,637
iter_num=821: train_lossf=4.5477, dt=0.777s, mfu=30.51%, tokens_per_sec=632,908
iter_num=822: train_lossf=4.6917, dt=0.575s, mfu=30.59%, tokens_per_sec=855,324
iter_num=823: train_lossf=4.4993, dt=0.708s, mfu=30.07%, tokens_per_sec=693,962
iter_num=824: train_lossf=4.5079, dt=0.712s, mfu=29.59%, tokens_per_sec=690,286
iter_num=825: train_lossf=4.6815, dt=0.725s, mfu=29.11%, tokens_per_sec=678,102
iter_num=826: train_lossf=4.9211, dt=0.575s, mfu=29.33%, tokens_per_sec=855,091
iter_num=827: train_lossf=4.5437, dt=0.586s, mfu=29.46%, tokens_per_sec=838,693
iter_num=828: train_lossf=4.6466, dt=0.563s, mfu=29.71%, tokens_per_sec=872,666
iter_num=829: train_lossf=4.5968, dt=0.703s, mfu=29.30%, tokens_per_sec=699,393
iter_num=830: train_lossf=4.3473, dt=0.575s, mfu=29.49%, tokens_per_sec=854,464
iter_num=831: train_lossf=4.5545, dt=0.716s, mfu=29.05%, tokens_per_sec=686,330
iter_num=832: train_lossf=4.3734, dt=0.774s, mfu=28.47%, tokens_per_sec=634,716
iter_num=833: train_lossf=4.5034, dt=0.612s, mfu=28.56%, tokens_per_sec=803,439
iter_num=834: train_lossf=4.6264, dt=0.732s, mfu=28.16%, tokens_per_sec=671,249
iter_num=835: train_lossf=4.5143, dt=0.573s, mfu=28.49%, tokens_per_sec=858,003
iter_num=836: train_lossf=4.3679, dt=0.559s, mfu=28.86%, tokens_per_sec=879,709
iter_num=837: train_lossf=4.6625, dt=0.929s, mfu=27.91%, tokens_per_sec=529,309
iter_num=838: train_lossf=4.3742, dt=0.721s, mfu=27.61%, tokens_per_sec=681,337
iter_num=839: train_lossf=4.4579, dt=0.561s, mfu=28.06%, tokens_per_sec=876,820
iter_num=840: train_lossf=4.5088, dt=0.578s, mfu=28.36%, tokens_per_sec=849,914
iter_num=841: train_lossf=4.2744, dt=0.579s, mfu=28.63%, tokens_per_sec=849,257
iter_num=842: train_lossf=4.3694, dt=0.570s, mfu=28.92%, tokens_per_sec=861,871
iter_num=843: train_lossf=4.4523, dt=0.557s, mfu=29.26%, tokens_per_sec=882,778
iter_num=844: train_lossf=4.7319, dt=0.561s, mfu=29.54%, tokens_per_sec=876,358
iter_num=845: train_lossf=4.6594, dt=0.557s, mfu=29.81%, tokens_per_sec=882,370
iter_num=846: train_lossf=4.5619, dt=0.706s, mfu=29.38%, tokens_per_sec=696,195
iter_num=847: train_lossf=4.5130, dt=0.558s, mfu=29.66%, tokens_per_sec=880,412
iter_num=848: train_lossf=4.5924, dt=0.748s, mfu=29.10%, tokens_per_sec=657,432
iter_num=849: train_lossf=4.2923, dt=0.577s, mfu=29.31%, tokens_per_sec=851,967
iter_num=850: train_lossf=4.5044, dt=0.566s, mfu=29.56%, tokens_per_sec=868,693
iter_num=851: train_lossf=4.4354, dt=0.563s, mfu=29.79%, tokens_per_sec=872,940
iter_num=852: train_lossf=4.6286, dt=0.562s, mfu=30.02%, tokens_per_sec=875,311
iter_num=853: train_lossf=4.4453, dt=0.571s, mfu=30.16%, tokens_per_sec=860,316
iter_num=854: train_lossf=4.5942, dt=0.569s, mfu=30.31%, tokens_per_sec=864,228
iter_num=855: train_lossf=4.5503, dt=0.701s, mfu=29.84%, tokens_per_sec=701,324
iter_num=856: train_lossf=4.5753, dt=0.563s, mfu=30.05%, tokens_per_sec=872,903
iter_num=857: train_lossf=4.5979, dt=0.565s, mfu=30.23%, tokens_per_sec=869,924
iter_num=858: train_lossf=4.4920, dt=0.703s, mfu=29.77%, tokens_per_sec=699,369
iter_num=859: train_lossf=4.6864, dt=0.570s, mfu=29.95%, tokens_per_sec=862,911
iter_num=860: train_lossf=4.6821, dt=0.571s, mfu=30.10%, tokens_per_sec=860,477
iter_num=861: train_lossf=4.4387, dt=0.750s, mfu=29.49%, tokens_per_sec=655,203
iter_num=862: train_lossf=4.4089, dt=0.570s, mfu=29.70%, tokens_per_sec=862,895
iter_num=863: train_lossf=4.3941, dt=0.568s, mfu=29.89%, tokens_per_sec=865,380
iter_num=864: train_lossf=4.4509, dt=0.865s, mfu=28.98%, tokens_per_sec=568,444
iter_num=865: train_lossf=4.5887, dt=0.602s, mfu=29.07%, tokens_per_sec=816,990
iter_num=866: train_lossf=4.6024, dt=0.567s, mfu=29.34%, tokens_per_sec=866,217
iter_num=867: train_lossf=4.5453, dt=0.696s, mfu=28.99%, tokens_per_sec=706,318
iter_num=868: train_lossf=4.3970, dt=0.569s, mfu=29.25%, tokens_per_sec=863,383
iter_num=869: train_lossf=4.5401, dt=0.573s, mfu=29.46%, tokens_per_sec=857,871
iter_num=870: train_lossf=4.4890, dt=0.562s, mfu=29.72%, tokens_per_sec=875,292
iter_num=871: train_lossf=4.4477, dt=0.575s, mfu=29.87%, tokens_per_sec=855,169
iter_num=872: train_lossf=4.3963, dt=0.719s, mfu=29.39%, tokens_per_sec=683,890
iter_num=873: train_lossf=4.4261, dt=0.566s, mfu=29.63%, tokens_per_sec=867,904
iter_num=874: train_lossf=4.3889, dt=0.573s, mfu=29.80%, tokens_per_sec=857,321
iter_num=875: train_lossf=4.3157, dt=0.565s, mfu=30.00%, tokens_per_sec=870,665
iter_num=876: train_lossf=4.3302, dt=0.573s, mfu=30.14%, tokens_per_sec=857,156
iter_num=877: train_lossf=4.5210, dt=0.567s, mfu=30.30%, tokens_per_sec=866,878
iter_num=878: train_lossf=4.4106, dt=0.561s, mfu=30.47%, tokens_per_sec=875,802
iter_num=879: train_lossf=4.4194, dt=0.581s, mfu=30.52%, tokens_per_sec=845,725
iter_num=880: train_lossf=4.5631, dt=0.771s, mfu=29.80%, tokens_per_sec=637,311
iter_num=881: train_lossf=4.4897, dt=0.829s, mfu=28.99%, tokens_per_sec=592,908
iter_num=882: train_lossf=4.5012, dt=0.567s, mfu=29.26%, tokens_per_sec=866,138
iter_num=883: train_lossf=4.4946, dt=0.564s, mfu=29.52%, tokens_per_sec=870,982
iter_num=884: train_lossf=4.3168, dt=0.574s, mfu=29.70%, tokens_per_sec=856,035
iter_num=885: train_lossf=4.5406, dt=0.563s, mfu=29.93%, tokens_per_sec=873,490
iter_num=886: train_lossf=4.4733, dt=0.562s, mfu=30.13%, tokens_per_sec=874,692
iter_num=887: train_lossf=4.4240, dt=0.561s, mfu=30.32%, tokens_per_sec=875,510
iter_num=888: train_lossf=4.2396, dt=0.754s, mfu=29.68%, tokens_per_sec=652,052
iter_num=889: train_lossf=4.4680, dt=0.772s, mfu=29.04%, tokens_per_sec=637,078
iter_num=890: train_lossf=4.2947, dt=0.709s, mfu=28.67%, tokens_per_sec=693,539
iter_num=891: train_lossf=4.4480, dt=0.581s, mfu=28.90%, tokens_per_sec=846,379
iter_num=892: train_lossf=4.4964, dt=0.567s, mfu=29.18%, tokens_per_sec=866,169
iter_num=893: train_lossf=4.4948, dt=0.567s, mfu=29.44%, tokens_per_sec=867,063
iter_num=894: train_lossf=4.4053, dt=0.741s, mfu=28.92%, tokens_per_sec=663,072
iter_num=895: train_lossf=4.3035, dt=0.758s, mfu=28.40%, tokens_per_sec=648,508
iter_num=896: train_lossf=4.4406, dt=0.580s, mfu=28.66%, tokens_per_sec=847,944
iter_num=897: train_lossf=4.5305, dt=0.580s, mfu=28.90%, tokens_per_sec=847,720
iter_num=898: train_lossf=4.4785, dt=0.745s, mfu=28.42%, tokens_per_sec=659,680
iter_num=899: train_lossf=4.5411, dt=0.564s, mfu=28.77%, tokens_per_sec=871,822
iter_num=900: train_lossf=4.3614, dt=0.583s, mfu=28.98%, tokens_per_sec=843,648
iter_num=901: train_lossf=4.4705, dt=0.579s, mfu=29.19%, tokens_per_sec=849,190
iter_num=902: train_lossf=4.4828, dt=0.931s, mfu=28.20%, tokens_per_sec=527,937
iter_num=903: train_lossf=4.4902, dt=0.569s, mfu=28.54%, tokens_per_sec=863,407
iter_num=904: train_lossf=4.4141, dt=0.569s, mfu=28.84%, tokens_per_sec=863,481
iter_num=905: train_lossf=4.3863, dt=0.570s, mfu=29.11%, tokens_per_sec=862,272
iter_num=906: train_lossf=4.2229, dt=0.579s, mfu=29.31%, tokens_per_sec=848,997
iter_num=907: train_lossf=4.4106, dt=0.759s, mfu=28.75%, tokens_per_sec=647,784
iter_num=908: train_lossf=4.5037, dt=0.570s, mfu=29.03%, tokens_per_sec=861,774
iter_num=909: train_lossf=4.3617, dt=0.585s, mfu=29.20%, tokens_per_sec=839,878
iter_num=910: train_lossf=4.4822, dt=0.571s, mfu=29.43%, tokens_per_sec=860,518
iter_num=911: train_lossf=4.2458, dt=0.564s, mfu=29.67%, tokens_per_sec=870,794
iter_num=912: train_lossf=4.2274, dt=0.584s, mfu=29.78%, tokens_per_sec=841,354
iter_num=913: train_lossf=4.4767, dt=0.584s, mfu=29.88%, tokens_per_sec=841,427
iter_num=914: train_lossf=4.3069, dt=0.566s, mfu=30.07%, tokens_per_sec=868,777
iter_num=915: train_lossf=4.3353, dt=0.574s, mfu=30.20%, tokens_per_sec=855,911
iter_num=916: train_lossf=4.3027, dt=0.704s, mfu=29.73%, tokens_per_sec=697,999
iter_num=917: train_lossf=4.4991, dt=0.567s, mfu=29.93%, tokens_per_sec=867,604
iter_num=918: train_lossf=4.2754, dt=0.580s, mfu=30.04%, tokens_per_sec=847,594
iter_num=919: train_lossf=4.6569, dt=0.568s, mfu=30.20%, tokens_per_sec=865,884
iter_num=920: train_lossf=4.4460, dt=0.575s, mfu=30.31%, tokens_per_sec=855,341
iter_num=921: train_lossf=4.3850, dt=0.569s, mfu=30.44%, tokens_per_sec=863,074
iter_num=922: train_lossf=4.4594, dt=0.777s, mfu=29.71%, tokens_per_sec=632,633
iter_num=923: train_lossf=4.2752, dt=0.570s, mfu=29.89%, tokens_per_sec=862,229
iter_num=924: train_lossf=4.4811, dt=0.565s, mfu=30.09%, tokens_per_sec=870,404
iter_num=925: train_lossf=4.2729, dt=0.575s, mfu=30.21%, tokens_per_sec=854,945
iter_num=926: train_lossf=4.2650, dt=0.571s, mfu=30.34%, tokens_per_sec=860,667
iter_num=927: train_lossf=4.1609, dt=0.564s, mfu=30.49%, tokens_per_sec=871,022
iter_num=928: train_lossf=4.3122, dt=0.581s, mfu=30.53%, tokens_per_sec=845,844
iter_num=929: train_lossf=4.4080, dt=0.565s, mfu=30.67%, tokens_per_sec=870,317
iter_num=930: train_lossf=4.3327, dt=0.701s, mfu=30.17%, tokens_per_sec=701,477
iter_num=931: train_lossf=4.5280, dt=0.562s, mfu=30.35%, tokens_per_sec=874,281
iter_num=932: train_lossf=4.4614, dt=0.571s, mfu=30.46%, tokens_per_sec=861,415
iter_num=933: train_lossf=4.5842, dt=0.563s, mfu=30.61%, tokens_per_sec=873,483
iter_num=934: train_lossf=4.3467, dt=0.564s, mfu=30.74%, tokens_per_sec=871,049
iter_num=935: train_lossf=4.5095, dt=0.575s, mfu=30.79%, tokens_per_sec=854,363
iter_num=936: train_lossf=4.0480, dt=0.561s, mfu=30.91%, tokens_per_sec=875,452
iter_num=937: train_lossf=4.4206, dt=0.705s, mfu=30.38%, tokens_per_sec=697,625
iter_num=938: train_lossf=4.2806, dt=0.713s, mfu=29.86%, tokens_per_sec=689,708
iter_num=939: train_lossf=4.5545, dt=0.578s, mfu=29.99%, tokens_per_sec=850,884
iter_num=940: train_lossf=4.4431, dt=0.567s, mfu=30.16%, tokens_per_sec=867,370
iter_num=941: train_lossf=4.3551, dt=0.577s, mfu=30.26%, tokens_per_sec=851,238
iter_num=942: train_lossf=4.2814, dt=0.878s, mfu=29.28%, tokens_per_sec=560,092
iter_num=943: train_lossf=4.4152, dt=0.572s, mfu=29.50%, tokens_per_sec=859,206
iter_num=944: train_lossf=4.3478, dt=0.573s, mfu=29.69%, tokens_per_sec=857,116
iter_num=945: train_lossf=4.3363, dt=0.570s, mfu=29.87%, tokens_per_sec=861,740
iter_num=946: train_lossf=4.2795, dt=0.574s, mfu=30.02%, tokens_per_sec=856,478
iter_num=947: train_lossf=4.3572, dt=0.570s, mfu=30.17%, tokens_per_sec=862,094
iter_num=948: train_lossf=4.0251, dt=0.564s, mfu=30.34%, tokens_per_sec=870,814
iter_num=949: train_lossf=4.3173, dt=0.818s, mfu=29.50%, tokens_per_sec=601,045
iter_num=950: train_lossf=4.0745, dt=0.701s, mfu=29.12%, tokens_per_sec=701,426
iter_num=951: train_lossf=4.0945, dt=0.569s, mfu=29.37%, tokens_per_sec=864,214
iter_num=952: train_lossf=4.2031, dt=0.704s, mfu=28.99%, tokens_per_sec=698,352
iter_num=953: train_lossf=4.1858, dt=0.572s, mfu=29.23%, tokens_per_sec=859,845
iter_num=954: train_lossf=4.3445, dt=0.583s, mfu=29.40%, tokens_per_sec=843,637
iter_num=955: train_lossf=4.4257, dt=0.570s, mfu=29.61%, tokens_per_sec=862,850
iter_num=956: train_lossf=4.2982, dt=0.704s, mfu=29.21%, tokens_per_sec=698,187
iter_num=957: train_lossf=4.3382, dt=0.727s, mfu=28.76%, tokens_per_sec=675,970
iter_num=958: train_lossf=4.3075, dt=0.556s, mfu=29.12%, tokens_per_sec=884,442
iter_num=959: train_lossf=4.3545, dt=0.715s, mfu=28.72%, tokens_per_sec=687,702
iter_num=960: train_lossf=4.3994, dt=0.584s, mfu=28.93%, tokens_per_sec=842,344
iter_num=961: train_lossf=4.5580, dt=0.814s, mfu=28.25%, tokens_per_sec=603,645
iter_num=962: train_lossf=4.5109, dt=0.711s, mfu=27.95%, tokens_per_sec=691,591
iter_num=963: train_lossf=4.4313, dt=0.573s, mfu=28.30%, tokens_per_sec=858,501
iter_num=964: train_lossf=4.2955, dt=0.729s, mfu=27.94%, tokens_per_sec=674,430
iter_num=965: train_lossf=4.2399, dt=0.713s, mfu=27.67%, tokens_per_sec=689,295
iter_num=966: train_lossf=4.1558, dt=0.569s, mfu=28.06%, tokens_per_sec=863,271
iter_num=967: train_lossf=4.3006, dt=0.579s, mfu=28.36%, tokens_per_sec=848,380
iter_num=968: train_lossf=4.3693, dt=0.565s, mfu=28.71%, tokens_per_sec=870,711
iter_num=969: train_lossf=4.2830, dt=0.722s, mfu=28.33%, tokens_per_sec=680,693
iter_num=970: train_lossf=4.0155, dt=0.577s, mfu=28.61%, tokens_per_sec=851,838
iter_num=971: train_lossf=4.2788, dt=0.574s, mfu=28.88%, tokens_per_sec=856,187
iter_num=972: train_lossf=4.3575, dt=0.583s, mfu=29.08%, tokens_per_sec=842,658
iter_num=973: train_lossf=4.2931, dt=0.565s, mfu=29.35%, tokens_per_sec=870,146
iter_num=974: train_lossf=4.2904, dt=0.566s, mfu=29.60%, tokens_per_sec=868,784
iter_num=975: train_lossf=4.2283, dt=0.576s, mfu=29.76%, tokens_per_sec=852,721
iter_num=976: train_lossf=4.1445, dt=0.577s, mfu=29.90%, tokens_per_sec=851,766
iter_num=977: train_lossf=4.2826, dt=0.577s, mfu=30.03%, tokens_per_sec=852,397
iter_num=978: train_lossf=4.2174, dt=0.572s, mfu=30.16%, tokens_per_sec=858,734
iter_num=979: train_lossf=4.3928, dt=0.576s, mfu=30.27%, tokens_per_sec=853,292
iter_num=980: train_lossf=4.0448, dt=0.569s, mfu=30.40%, tokens_per_sec=863,541
iter_num=981: train_lossf=4.2126, dt=0.562s, mfu=30.56%, tokens_per_sec=873,877
iter_num=982: train_lossf=4.2303, dt=0.703s, mfu=30.06%, tokens_per_sec=698,707
iter_num=983: train_lossf=4.2132, dt=0.564s, mfu=30.24%, tokens_per_sec=871,603
